entity,variable,date,value
geoId/16,Energy_Insights_Count_Person_HighRiskIssues,2025,145
geoId/16,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,52
geoId/17,Energy_Insights_Count_Person_HighRiskIssues,2025,678
geoId/17,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,198
geoId/18,Energy_Insights_Count_Person_HighRiskIssues,2025,345
geoId/18,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,112
geoId/19,Energy_Insights_Count_Person_HighRiskIssues,2025,234
geoId/19,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,78
geoId/20,Energy_Insights_Count_Person_HighRiskIssues,2025,289
geoId/20,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,95
geoId/21,Energy_Insights_Count_Person_HighRiskIssues,2025,312
geoId/21,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,89
geoId/22,Energy_Insights_Count_Person_HighRiskIssues,2025,456
geoId/22,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,167
geoId/23,Energy_Insights_Count_Person_HighRiskIssues,2025,87
geoId/23,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,29
geoId/24,Energy_Insights_Count_Person_HighRiskIssues,2025,278
geoId/24,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,82
geoId/25,Energy_Insights_Count_Person_HighRiskIssues,2025,345
geoId/25,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,98
geoId/26,Energy_Insights_Count_Person_HighRiskIssues,2025,512
geoId/26,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,156
geoId/27,Energy_Insights_Count_Person_HighRiskIssues,2025,287
geoId/27,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,89
geoId/28,Energy_Insights_Count_Person_HighRiskIssues,2025,198
geoId/28,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,67
geoId/29,Energy_Insights_Count_Person_HighRiskIssues,2025,356
geoId/29,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,112
geoId/30,Energy_Insights_Count_Person_HighRiskIssues,2025,134
geoId/30,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,56
geoId/31,Energy_Insights_Count_Person_HighRiskIssues,2025,178
geoId/31,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,62
geoId/32,Energy_Insights_Count_Person_HighRiskIssues,2025,234
geoId/32,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,78
geoId/33,Energy_Insights_Count_Person_HighRiskIssues,2025,89
geoId/33,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,28
geoId/34,Energy_Insights_Count_Person_HighRiskIssues,2025,412
geoId/34,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,123
geoId/35,Energy_Insights_Count_Person_HighRiskIssues,2025,267
geoId/35,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,98
geoId/36,Energy_Insights_Count_Person_HighRiskIssues,2025,923
geoId/36,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,287
geoId/37,Energy_Insights_Count_Person_HighRiskIssues,2025,534
geoId/37,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,156
geoId/38,Energy_Insights_Count_Person_HighRiskIssues,2025,112
geoId/38,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,45
geoId/39,Energy_Insights_Count_Person_HighRiskIssues,2025,589
geoId/39,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,178
geoId/40,Energy_Insights_Count_Person_HighRiskIssues,2025,378
geoId/40,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,145
geoId/41,Energy_Insights_Count_Person_HighRiskIssues,2025,287
geoId/41,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,89
geoId/42,Energy_Insights_Count_Person_HighRiskIssues,2025,634
geoId/42,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,198
geoId/44,Energy_Insights_Count_Person_HighRiskIssues,2025,67
geoId/44,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,21
geoId/45,Energy_Insights_Count_Person_HighRiskIssues,2025,312
geoId/45,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,95
geoId/46,Energy_Insights_Count_Person_HighRiskIssues,2025,98
geoId/46,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,34
geoId/47,Energy_Insights_Count_Person_HighRiskIssues,2025,378
geoId/47,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,112
geoId/48,Energy_Insights_Count_Person_HighRiskIssues,2025,1567
geoId/48,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,534
geoId/49,Energy_Insights_Count_Person_HighRiskIssues,2025,198
geoId/49,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,67
geoId/50,Energy_Insights_Count_Person_HighRiskIssues,2025,56
geoId/50,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,18
geoId/51,Energy_Insights_Count_Person_HighRiskIssues,2025,456
geoId/51,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,134
geoId/53,Energy_Insights_Count_Person_HighRiskIssues,2025,423
geoId/53,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,128
geoId/54,Energy_Insights_Count_Person_HighRiskIssues,2025,187
geoId/54,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,67
geoId/55,Energy_Insights_Count_Person_HighRiskIssues,2025,312
geoId/55,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,98
geoId/56,Energy_Insights_Count_Person_HighRiskIssues,2025,145
geoId/56,Energy_Insights_Count_Asset_WithRegulatoryOverlap,2025,56
