entity,variable,date,value
geoId/01041,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01041,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01041,Energy_Insights_Count_OilGasAsset_Wellhead,2025,16
geoId/01041,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,4
geoId/01041,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01041,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01041,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,35
geoId/01041,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251008
geoId/01041,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,95
geoId/01043,Energy_Insights_Count_OilGasLease,2025,83
geoId/01043,Energy_Insights_Count_OilGasLease_Active,2025,68
geoId/01043,Energy_Insights_Count_OilGasLease_Idle,2025,11
geoId/01043,Energy_Insights_Count_OilGasLease_Abandoned,2025,4
geoId/01043,Energy_Insights_Count_OilGasAsset_Wellhead,2025,52
geoId/01043,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,15
geoId/01043,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,12
geoId/01043,Energy_Insights_Count_OilGasAsset_TankBattery,2025,4
geoId/01043,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,112
geoId/01043,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251215
geoId/01043,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,27
geoId/01045,Energy_Insights_Count_OilGasLease,2025,20
geoId/01045,Energy_Insights_Count_OilGasLease_Active,2025,16
geoId/01045,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01045,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01045,Energy_Insights_Count_OilGasAsset_Wellhead,2025,12
geoId/01045,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,3
geoId/01045,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01045,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01045,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,28
geoId/01045,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251101
geoId/01045,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,71
geoId/01047,Energy_Insights_Count_OilGasLease,2025,39
geoId/01047,Energy_Insights_Count_OilGasLease_Active,2025,32
geoId/01047,Energy_Insights_Count_OilGasLease_Idle,2025,5
geoId/01047,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01047,Energy_Insights_Count_OilGasAsset_Wellhead,2025,24
geoId/01047,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,7
geoId/01047,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,6
geoId/01047,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01047,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,53
geoId/01047,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251128
geoId/01047,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,44
geoId/01049,Energy_Insights_Count_OilGasLease,2025,55
geoId/01049,Energy_Insights_Count_OilGasLease_Active,2025,45
geoId/01049,Energy_Insights_Count_OilGasLease_Idle,2025,7
geoId/01049,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01049,Energy_Insights_Count_OilGasAsset_Wellhead,2025,34
geoId/01049,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,10
geoId/01049,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,8
geoId/01049,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01049,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,74
geoId/01049,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251205
geoId/01049,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,37
geoId/01051,Energy_Insights_Count_OilGasLease,2025,22
geoId/01051,Energy_Insights_Count_OilGasLease_Active,2025,18
geoId/01051,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01051,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01051,Energy_Insights_Count_OilGasAsset_Wellhead,2025,13
geoId/01051,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,4
geoId/01051,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,4
geoId/01051,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01051,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,30
geoId/01051,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251015
geoId/01051,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,88
geoId/01053,Energy_Insights_Count_OilGasLease,2025,63
geoId/01053,Energy_Insights_Count_OilGasLease_Active,2025,52
geoId/01053,Energy_Insights_Count_OilGasLease_Idle,2025,8
geoId/01053,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01053,Energy_Insights_Count_OilGasAsset_Wellhead,2025,39
geoId/01053,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,11
geoId/01053,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,10
geoId/01053,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01053,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,85
geoId/01053,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251201
geoId/01053,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,41
geoId/01055,Energy_Insights_Count_OilGasLease,2025,18
geoId/01055,Energy_Insights_Count_OilGasLease_Active,2025,14
geoId/01055,Energy_Insights_Count_OilGasLease_Idle,2025,3
geoId/01055,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01055,Energy_Insights_Count_OilGasAsset_Wellhead,2025,11
geoId/01055,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,3
geoId/01055,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01055,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01055,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,25
geoId/01055,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251022
geoId/01055,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,81
geoId/01057,Energy_Insights_Count_OilGasLease,2025,76
geoId/01057,Energy_Insights_Count_OilGasLease_Active,2025,62
geoId/01057,Energy_Insights_Count_OilGasLease_Idle,2025,10
geoId/01057,Energy_Insights_Count_OilGasLease_Abandoned,2025,4
geoId/01057,Energy_Insights_Count_OilGasAsset_Wellhead,2025,48
geoId/01057,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,14
geoId/01057,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,11
geoId/01057,Energy_Insights_Count_OilGasAsset_TankBattery,2025,3
geoId/01057,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,102
geoId/01057,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251212
geoId/01057,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,30
geoId/01059,Energy_Insights_Count_OilGasLease,2025,29
geoId/01059,Energy_Insights_Count_OilGasLease_Active,2025,24
geoId/01059,Energy_Insights_Count_OilGasLease_Idle,2025,4
geoId/01059,Energy_Insights_Count_OilGasLease_Abandoned,2025,1
geoId/01059,Energy_Insights_Count_OilGasAsset_Wellhead,2025,18
geoId/01059,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,5
geoId/01059,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,5
geoId/01059,Energy_Insights_Count_OilGasAsset_TankBattery,2025,1
geoId/01059,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,40
geoId/01059,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251110
geoId/01059,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,62
geoId/01061,Energy_Insights_Count_OilGasLease,2025,44
geoId/01061,Energy_Insights_Count_OilGasLease_Active,2025,36
geoId/01061,Energy_Insights_Count_OilGasLease_Idle,2025,6
geoId/01061,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01061,Energy_Insights_Count_OilGasAsset_Wellhead,2025,27
geoId/01061,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,8
geoId/01061,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,7
geoId/01061,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01061,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,60
geoId/01061,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251125
geoId/01061,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,47
geoId/01063,Energy_Insights_Count_OilGasLease,2025,11
geoId/01063,Energy_Insights_Count_OilGasLease_Active,2025,9
geoId/01063,Energy_Insights_Count_OilGasLease_Idle,2025,2
geoId/01063,Energy_Insights_Count_OilGasLease_Abandoned,2025,0
geoId/01063,Energy_Insights_Count_OilGasAsset_Wellhead,2025,6
geoId/01063,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,2
geoId/01063,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,3
geoId/01063,Energy_Insights_Count_OilGasAsset_TankBattery,2025,0
geoId/01063,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,16
geoId/01063,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251005
geoId/01063,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,98
geoId/01065,Energy_Insights_Count_OilGasLease,2025,68
geoId/01065,Energy_Insights_Count_OilGasLease_Active,2025,56
geoId/01065,Energy_Insights_Count_OilGasLease_Idle,2025,9
geoId/01065,Energy_Insights_Count_OilGasLease_Abandoned,2025,3
geoId/01065,Energy_Insights_Count_OilGasAsset_Wellhead,2025,42
geoId/01065,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,12
geoId/01065,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,10
geoId/01065,Energy_Insights_Count_OilGasAsset_TankBattery,2025,4
geoId/01065,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,91
geoId/01065,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251208
geoId/01065,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,34
geoId/01067,Energy_Insights_Count_OilGasLease,2025,35
geoId/01067,Energy_Insights_Count_OilGasLease_Active,2025,28
geoId/01067,Energy_Insights_Count_OilGasLease_Idle,2025,5
geoId/01067,Energy_Insights_Count_OilGasLease_Abandoned,2025,2
geoId/01067,Energy_Insights_Count_OilGasAsset_Wellhead,2025,22
geoId/01067,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,6
geoId/01067,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,5
geoId/01067,Energy_Insights_Count_OilGasAsset_TankBattery,2025,2
geoId/01067,Energy_Insights_Count_Person_OilGasLeaseEmployee,2025,48
geoId/01067,Energy_Insights_Date_LastInspection_OilGasLease,2025,20251030
geoId/01067,Energy_Insights_Count_DaysSinceLastInspection_OilGasLease,2025,73
geoId/48329,Energy_Insights_Count_OilGasLease,2025,245
geoId/48329,Energy_Insights_Count_OilGasLease_Active,2025,198
geoId/48329,Energy_Insights_Count_OilGasLease_Idle,2025,32
geoId/48329,Energy_Insights_Count_OilGasLease_Abandoned,2025,15
geoId/48329,Energy_Insights_Count_OilGasAsset_Wellhead,2025,156
geoId/48329,Energy_Insights_Count_OilGasAsset_CompressorStation,2025,28
geoId/48329,Energy_Insights_Count_OilGasAsset_PipelineValve,2025,45
geoId/48329,Energy_Insights_Count_OilGasAsset_TankBattery,2025,16
